image_id,error_type,iou,gt_quadrant,gt_enumeration,gt_diagnosis,pred_quadrant,pred_enumeration,pred_diagnosis
39,false_positive,,,,,0.0,5.0,1.0
39,false_positive,,,,,0.0,5.0,1.0
39,false_positive,,,,,0.0,5.0,1.0
39,false_positive,,,,,0.0,5.0,1.0
39,false_positive,,,,,0.0,5.0,1.0
39,false_positive,,,,,1.0,6.0,1.0
40,diagnosis_error,0.6267253901515603,0.0,3.0,3.0,3.0,3.0,1.0
40,diagnosis_error,0.8323992584934964,2.0,6.0,1.0,0.0,6.0,3.0
40,diagnosis_error,0.9269763357545197,3.0,5.0,1.0,1.0,5.0,3.0
40,quadrant_error,0.851743935383696,3.0,4.0,1.0,1.0,4.0,1.0
40,false_positive,,,,,1.0,5.0,1.0
40,false_positive,,,,,3.0,3.0,3.0
40,false_positive,,,,,0.0,4.0,3.0
40,false_positive,,,,,0.0,6.0,1.0
40,false_positive,,,,,0.0,5.0,1.0
40,false_positive,,,,,1.0,5.0,2.0
40,false_positive,,,,,1.0,6.0,1.0
40,false_positive,,,,,2.0,5.0,1.0
40,false_positive,,,,,2.0,4.0,1.0
40,false_positive,,,,,0.0,4.0,1.0
40,false_positive,,,,,1.0,4.0,1.0
40,false_positive,,,,,3.0,6.0,1.0
40,false_positive,,,,,2.0,4.0,3.0
40,false_positive,,,,,0.0,6.0,1.0
41,quadrant_error,0.8476633991283044,3.0,7.0,0.0,2.0,7.0,0.0
41,diagnosis_error,0.913351058367761,2.0,7.0,0.0,3.0,7.0,1.0
41,false_positive,,,,,1.0,7.0,3.0
41,false_positive,,,,,3.0,5.0,1.0
41,false_positive,,,,,1.0,6.0,1.0
41,false_positive,,,,,3.0,7.0,1.0
41,false_positive,,,,,3.0,7.0,3.0
41,false_positive,,,,,3.0,6.0,1.0
41,false_positive,,,,,1.0,7.0,1.0
41,false_positive,,,,,3.0,5.0,1.0
41,false_positive,,,,,1.0,5.0,1.0
41,false_positive,,,,,3.0,5.0,1.0
42,correct,0.5830611435279572,0.0,0.0,1.0,0.0,0.0,1.0
42,enumeration_error,0.5914748369924149,0.0,1.0,1.0,0.0,0.0,1.0
42,false_negative_or_localisation_failure,0.0,1.0,0.0,1.0,,,
42,false_negative_or_localisation_failure,0.0,1.0,1.0,1.0,,,
42,false_positive,,,,,3.0,7.0,0.0
42,false_positive,,,,,2.0,7.0,0.0
42,false_positive,,,,,0.0,7.0,0.0
42,false_positive,,,,,1.0,7.0,0.0
42,false_positive,,,,,0.0,5.0,1.0
42,false_positive,,,,,2.0,6.0,1.0
42,false_positive,,,,,0.0,5.0,1.0
42,false_positive,,,,,2.0,5.0,2.0
42,false_positive,,,,,0.0,7.0,1.0
42,false_positive,,,,,3.0,6.0,1.0
42,false_positive,,,,,1.0,6.0,1.0
42,false_positive,,,,,2.0,5.0,1.0
42,false_positive,,,,,2.0,5.0,3.0
43,diagnosis_error,0.8562915987003471,2.0,4.0,2.0,0.0,4.0,3.0
43,enumeration_error,0.7571241999249839,0.0,6.0,1.0,1.0,7.0,1.0
43,false_positive,,,,,2.0,5.0,3.0
43,false_positive,,,,,0.0,4.0,3.0
43,false_positive,,,,,0.0,6.0,1.0
43,false_positive,,,,,0.0,6.0,3.0
43,false_positive,,,,,0.0,6.0,3.0
43,false_positive,,,,,0.0,6.0,1.0
43,false_positive,,,,,3.0,6.0,1.0
43,false_positive,,,,,0.0,4.0,1.0
43,false_positive,,,,,1.0,7.0,1.0
43,false_positive,,,,,2.0,5.0,1.0
44,diagnosis_error,0.7759560943534672,3.0,4.0,1.0,2.0,4.0,3.0
44,quadrant_error,0.9435146023621804,2.0,4.0,1.0,3.0,4.0,1.0
44,diagnosis_error,0.8846702861807634,2.0,5.0,1.0,3.0,5.0,3.0
44,diagnosis_error,0.8810345747080951,0.0,5.0,3.0,2.0,5.0,1.0
44,diagnosis_error,0.9204115277046675,1.0,3.0,3.0,1.0,3.0,1.0
44,quadrant_error,0.8659355594118894,2.0,7.0,1.0,3.0,7.0,1.0
44,diagnosis_error,0.9145740754058934,0.0,7.0,3.0,1.0,7.0,1.0
44,false_positive,,,,,1.0,4.0,1.0
44,false_positive,,,,,1.0,7.0,3.0
44,false_positive,,,,,2.0,5.0,3.0
44,false_positive,,,,,0.0,5.0,1.0
44,false_positive,,,,,1.0,3.0,3.0
44,false_positive,,,,,0.0,6.0,3.0
44,false_positive,,,,,3.0,5.0,1.0
44,false_positive,,,,,2.0,4.0,1.0
44,false_positive,,,,,2.0,4.0,1.0
44,false_positive,,,,,1.0,7.0,1.0
44,false_positive,,,,,0.0,6.0,1.0
44,false_positive,,,,,2.0,4.0,1.0
45,quadrant_error,0.7273513718192647,3.0,6.0,1.0,2.0,6.0,1.0
45,false_negative_or_localisation_failure,0.023317006390379206,3.0,5.0,1.0,,,
45,quadrant_error,0.8861892713813656,2.0,7.0,1.0,0.0,7.0,1.0
45,false_positive,,,,,3.0,6.0,1.0
45,false_positive,,,,,1.0,7.0,1.0
45,false_positive,,,,,3.0,6.0,1.0
45,false_positive,,,,,1.0,7.0,3.0
45,false_positive,,,,,0.0,7.0,1.0
46,false_negative_or_localisation_failure,0.0,1.0,0.0,3.0,,,
46,false_negative_or_localisation_failure,0.0,0.0,0.0,3.0,,,
46,false_negative_or_localisation_failure,0.0,0.0,1.0,3.0,,,
46,false_positive,,,,,1.0,5.0,1.0
46,false_positive,,,,,3.0,4.0,1.0
47,quadrant_error,0.8319981626262328,1.0,7.0,0.0,0.0,7.0,0.0
47,quadrant_error,0.7699627058502546,0.0,7.0,1.0,1.0,7.0,1.0
47,quadrant_error,0.8171173901041823,0.0,6.0,1.0,1.0,6.0,1.0
47,false_positive,,,,,1.0,7.0,0.0
47,false_positive,,,,,3.0,7.0,1.0
47,false_positive,,,,,3.0,7.0,1.0
47,false_positive,,,,,2.0,7.0,1.0
47,false_positive,,,,,2.0,7.0,1.0
47,false_positive,,,,,0.0,6.0,1.0
47,false_positive,,,,,2.0,3.0,1.0
47,false_positive,,,,,0.0,4.0,1.0
47,false_positive,,,,,0.0,4.0,1.0
47,false_positive,,,,,3.0,7.0,0.0
47,false_positive,,,,,3.0,4.0,1.0
48,quadrant_error,0.7284902754080937,2.0,7.0,0.0,3.0,7.0,0.0
48,quadrant_error,0.8507093014984924,3.0,5.0,1.0,2.0,5.0,1.0
48,quadrant_error,0.8126929474198658,3.0,7.0,0.0,1.0,7.0,0.0
48,false_positive,,,,,0.0,7.0,3.0
48,false_positive,,,,,0.0,6.0,1.0
48,false_positive,,,,,3.0,7.0,1.0
48,false_positive,,,,,2.0,5.0,1.0
48,false_positive,,,,,3.0,5.0,1.0
48,false_positive,,,,,0.0,7.0,1.0
48,false_positive,,,,,1.0,7.0,1.0
48,false_positive,,,,,1.0,7.0,1.0
48,false_positive,,,,,0.0,7.0,0.0
48,false_positive,,,,,1.0,7.0,1.0
49,enumeration_error,0.6222028175276909,0.0,4.0,1.0,1.0,5.0,1.0
49,diagnosis_error,0.8920671912716539,0.0,5.0,3.0,1.0,5.0,1.0
49,enumeration_error,0.6726209087738343,0.0,6.0,1.0,1.0,5.0,1.0
49,enumeration_error,0.7832161589833045,1.0,6.0,1.0,0.0,7.0,1.0
49,false_positive,,,,,2.0,6.0,1.0
49,false_positive,,,,,3.0,5.0,1.0
49,false_positive,,,,,1.0,5.0,3.0
49,false_positive,,,,,0.0,6.0,1.0
49,false_positive,,,,,0.0,7.0,3.0
49,false_positive,,,,,2.0,4.0,1.0
49,false_positive,,,,,0.0,7.0,1.0
49,false_positive,,,,,0.0,7.0,0.0
49,false_positive,,,,,3.0,5.0,1.0
50,quadrant_error,0.8829779147849409,3.0,6.0,3.0,2.0,6.0,3.0
50,diagnosis_error,0.7656195823690088,2.0,6.0,3.0,3.0,6.0,1.0
50,diagnosis_error,0.8053832241287153,0.0,7.0,0.0,1.0,7.0,3.0
50,false_positive,,,,,3.0,6.0,2.0
50,false_positive,,,,,2.0,6.0,1.0
50,false_positive,,,,,0.0,7.0,1.0
50,false_positive,,,,,2.0,6.0,2.0
50,false_positive,,,,,0.0,5.0,1.0
50,false_positive,,,,,1.0,7.0,1.0
50,false_positive,,,,,3.0,4.0,1.0
50,false_positive,,,,,2.0,7.0,1.0
50,false_positive,,,,,0.0,5.0,1.0
50,false_positive,,,,,1.0,7.0,3.0
50,false_positive,,,,,3.0,3.0,1.0
50,false_positive,,,,,3.0,3.0,1.0
50,false_positive,,,,,1.0,7.0,1.0
